finding_id	selected_order	closure_id	severity	source_anchor	route	entrypoint	environment_probe	command	literal_output	exit_status	red_result	disposition	revisit_trigger	evidence_path	evidence_sha256	report_path	report_sha256	prior_disposition	correction_reason	revalidation_status	revalidation_batch
187-R2-I03-023	332	187-R2-I03	P2	Scripts/package/validate_source_generator_dll.py::_provider_descriptor_ids/validate_analyzer_contracts; current_primary_sha256=2f9682591f808341a71ca5e96f7b1903f00325c48f5f6747b1497f0e0fcf4dce	OWNER_DOTNET_ANALYZER_VALIDATOR	provider diagnostic ID extraction and analyzer contract validator	R2FU and ROS2 Bridge fresh Release validators plus wrong-prefix deterministic controls	python -B .../i03-023/red_original.py; python -B .../i03-023/controls.py; python Scripts/package/validate_source_generator_dll.py --target r2fu/ros2bridge --build-output-dir ...	GREEN_WRONG_PROVIDER_NAMESPACE_AND_CONTIGUOUS_CONTROLS_OK; both provider validators passed fresh Release build	0	RED_OBSERVED: wrong-provider diagnostic prefix escaped lexical discovery in original validator	CONFIRMED_FIXED	Provider diagnostic ID namespace or shared core diagnostic ownership changes	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I03-023-transaction/VERIFICATION.txt	4ac89d320aca7197575a5e64ca3abc61dcdbd1c5efef979e1a88d69016593400	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I03.md	43e2e0dc57503f4fb836fc38fc55abfb48397ef39547c6fa541da3da1bad7be5	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	DIRECT_NAMESPACE_CONTROLS_AND_PROVIDER_GREEN	R4.1-CORRECTION-I03-023
187-R2-I03-025	333	187-R2-I03	P2	Scripts/package/validate_source_generator_dll.py::_provider_descriptor_ids; current_primary_sha256=03b38532d3726938b661beca27923dcd1f33dbfdf7194732795b298a67bcb0c8	OWNER_DOTNET_ANALYZER_VALIDATOR	provider diagnostic ID extraction and analyzer contract validator	contiguous, constructed, undeclared and wrong-prefix diagnostic controls plus fresh provider Release builds	python -B .../i03-025/red_original.py; python -B .../i03-025/controls.py; python Scripts/package/validate_source_generator_dll.py --target r2fu/ros2bridge --build-output-dir ...	GREEN_CONSTRUCTED_CONTIGUOUS_UNDECLARED_DIAGNOSTIC_CONTROLS_OK; both provider validators passed fresh Release build	0	RED_OBSERVED: compile-time constructed correct-prefix diagnostic ID escaped lexical discovery in original validator	CONFIRMED_FIXED	Provider diagnostic source expression patterns or analyzer ledger policy changes	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I03-025-transaction/VERIFICATION.txt	9f8cc710147c6c9f3ffe547b52a444f9ce6e307aaf909cbf760df0b22596d4ca	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I03.md	43e2e0dc57503f4fb836fc38fc55abfb48397ef39547c6fa541da3da1bad7be5	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	DIRECT_CONSTRUCTED_ID_CONTROLS_AND_PROVIDER_GREEN	R4.1-CORRECTION-I03-025
187-R2-I03-028	334	187-R2-I03	P2	Scripts/package/validate_unity_package.py::check_google_protobuf_collision; current_primary_sha256=d07e97daed7be176ad27e7fdc7076c03853789ef9c6353dee0aed62797826be5	OWNER_PYTHON_UNITY_PACKAGE_VALIDATOR	validate_unity_package Google.Protobuf collision check	case-variant DLL, lowercase DLL, same-stem asmdef and distinct-name controls	python -B .../i03-028/red.py; python -B .../i03-028/controls.py; python -B Scripts/package/validate_unity_package.py	GREEN_CASE_VARIANT_DLL_AND_DISTINCT_CONTROLS_OK; validate_unity_package: 70 check(s) passed.	0	RED_OBSERVED: uppercase DLL suffix escaped original glob collision scan	CONFIRMED_FIXED	Plugin collision scanner suffix or package filesystem policy changes	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I03-028-transaction/VERIFICATION.txt	a16fbc5b7084472db4333f90fa5368d4338ca7868b8da5825353ed057c9ff160	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I03.md	43e2e0dc57503f4fb836fc38fc55abfb48397ef39547c6fa541da3da1bad7be5	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	DIRECT_CASE_VARIANT_CONTROLS_AND_OWNER_GREEN	R4.1-CORRECTION-I03-028
187-R2-I04-004	335	187-R2-I04	P2	Packages/dev.unity2foxglove.sdk/Editor/Shared/Process/FoxgloveEditorProcessRunner.cs@a7e459794c3e995a82f9aa5695e1ff397347f83a:57-63; Packages/dev.unity2foxglove.sdk/Editor/Shared/Process/FoxgloveEditorProcessRunner.cs@a7e459794c3e995a82f9aa5695e1ff397347f83a:14-27; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase134_20Validation.cs@ce2b94567a3f050cc8b23d49451a3100b1ccd49b:14-27; current_primary_sha256=187aa44d397591a2cee0be0ca57cd1a743df96d1107217a67e93a80f90e0680d	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only boundary; python -B Scripts/release/run_ci.py --only phase184-acceptance-tooling; python -B Scripts/release/run_ci.py --only phase186-bridge-tooling	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i04-owner-revalidation.jsonl	b63f9914d4c854fe388c93eacbed1bc8e19eb12375d4144e73b788edaae65075	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I04-007	336	187-R2-I04	P2	Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase134_19Validation.cs@2ecaccbc0570c7295aae213dd3c351064b1b97df:85-185; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase134_31Validation.cs@92fcf980cbd6bcc1158731b51abf59b32f8e120b:85-185; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase163_26Validation.cs@d2e0483e8c94682e8d00c06c52f4f676246c08a7:85-185; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase134_19Validation.cs@2ecaccbc0570c7295aae213dd3c351064b1b97df:2; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase134_20Validation.cs@ce2b94567a3f050cc8b23d49451a3100b1ccd49b:2; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase134_28Validation.cs@65eaa5203f6b165056a64ff650d8f8207df7e48b:2; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase134_31Validation.cs@92fcf980cbd6bcc1158731b51abf59b32f8e120b:2; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase163_26Validation.cs@d2e0483e8c94682e8d00c06c52f4f676246c08a7:2; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase163_40Validation.cs@b088b6608a5c6dbfca07ab464da02bec0ea5abd0:2; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase164_40Validation.cs@8b5a413e86e6c40837aad04f3c699935043df16f:2; current_primary_sha256=2876ceebc0b1c83f7a00fa650c52eca868aa920db2352f6c936880201a66fbe3	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only boundary; python -B Scripts/release/run_ci.py --only phase184-acceptance-tooling; python -B Scripts/release/run_ci.py --only phase186-bridge-tooling	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i04-owner-revalidation.jsonl	b63f9914d4c854fe388c93eacbed1bc8e19eb12375d4144e73b788edaae65075	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I04-009	337	187-R2-I04	P2	Scripts/release/bump_version.py@6c330ab362302681676889777adc8f77a4e5261a:123-145; Scripts/release/bump_version.py@6c330ab362302681676889777adc8f77a4e5261a:6; Scripts/release/regression_checks/test_release_tooling.py@4c1ac6cdd6e573f731e6b826434e2155fb6251fa:6; current_primary_sha256=a02bc55abab0d07fdb7de4e4028ca1143fc134cfd833358f832677afb778eabe	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only boundary; python -B Scripts/release/run_ci.py --only phase184-acceptance-tooling; python -B Scripts/release/run_ci.py --only phase186-bridge-tooling	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i04-owner-revalidation.jsonl	b63f9914d4c854fe388c93eacbed1bc8e19eb12375d4144e73b788edaae65075	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I04-010	338	187-R2-I04	P2	Scripts/release/bump_version.py@6c330ab362302681676889777adc8f77a4e5261a:263-306; Scripts/release/bump_version.py@6c330ab362302681676889777adc8f77a4e5261a:6; Scripts/release/regression_checks/test_release_tooling.py@4c1ac6cdd6e573f731e6b826434e2155fb6251fa:6; current_primary_sha256=a02bc55abab0d07fdb7de4e4028ca1143fc134cfd833358f832677afb778eabe	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only boundary; python -B Scripts/release/run_ci.py --only phase184-acceptance-tooling; python -B Scripts/release/run_ci.py --only phase186-bridge-tooling	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i04-owner-revalidation.jsonl	b63f9914d4c854fe388c93eacbed1bc8e19eb12375d4144e73b788edaae65075	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I04-011	339	187-R2-I04	P2	Scripts/release/bump_version.py@6c330ab362302681676889777adc8f77a4e5261a:341-347; Scripts/release/bump_version.py@6c330ab362302681676889777adc8f77a4e5261a:6; Scripts/release/regression_checks/test_release_tooling.py@4c1ac6cdd6e573f731e6b826434e2155fb6251fa:6; current_primary_sha256=a02bc55abab0d07fdb7de4e4028ca1143fc134cfd833358f832677afb778eabe	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only boundary; python -B Scripts/release/run_ci.py --only phase184-acceptance-tooling; python -B Scripts/release/run_ci.py --only phase186-bridge-tooling	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i04-owner-revalidation.jsonl	b63f9914d4c854fe388c93eacbed1bc8e19eb12375d4144e73b788edaae65075	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I04-012	340	187-R2-I04	P2	Scripts/release/bump_version.py@6c330ab362302681676889777adc8f77a4e5261a:93-110; Scripts/release/bump_version.py@6c330ab362302681676889777adc8f77a4e5261a:6; current_primary_sha256=a02bc55abab0d07fdb7de4e4028ca1143fc134cfd833358f832677afb778eabe	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only boundary; python -B Scripts/release/run_ci.py --only phase184-acceptance-tooling; python -B Scripts/release/run_ci.py --only phase186-bridge-tooling	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i04-owner-revalidation.jsonl	b63f9914d4c854fe388c93eacbed1bc8e19eb12375d4144e73b788edaae65075	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I04-013	341	187-R2-I04	P2	Scripts/release/bump_version.py::VERSION_RE/VersionBump.package_version; current_primary_sha256=869577c40ffe806cfa39712a887c1b87bc164df958b13fe90fd29a1d17704f59	OWNER_PYTHON_RELEASE_TOOLING	bump_version target version parser and dry-run entry	ASCII canonical, Unicode digits, terminal LF, embedded LF, suffix and missing-component controls	python -B .../i04-013/red.py; python -B .../i04-013/controls.py; python -m pytest Scripts/release/regression_checks/test_release_tooling.py -q	GREEN_ASCII_VERSION_STRICTNESS_AND_NO_MUTATION_CONTROLS_OK; 138 passed, 4 skipped in 26.66s	0	RED_OBSERVED: Unicode decimal digits and terminal LF were accepted by original semantic-version grammar	CONFIRMED_FIXED	Release version grammar or bump-version mutation entry changes	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I04-013-transaction/VERIFICATION.txt	6c6ff8d7686abe18969c24a0aa55cb764db4732760230024eb9ecbda3cfe76dc	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	DIRECT_VERSION_GRAMMAR_AND_NO_MUTATION_CONTROLS	R4.1-CORRECTION-I04-013
187-R2-I04-016	342	187-R2-I04	P2	Scripts/remotegateway/build_foxglove_c_win64.py@8776acf77e1cce7f6bb329a6901d66d9ad003b25:163-171; current_primary_sha256=4b02b601b82def7c6bc42b4b573b2cbbfc7cbe488bee3dbd9258883ae5dcc205	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only boundary; python -B Scripts/release/run_ci.py --only phase184-acceptance-tooling; python -B Scripts/release/run_ci.py --only phase186-bridge-tooling	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i04-owner-revalidation.jsonl	b63f9914d4c854fe388c93eacbed1bc8e19eb12375d4144e73b788edaae65075	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I04-018	343	187-R2-I04	P2	Scripts/remotegateway/build_foxglove_c_win64.py::write_manifest	REAL_NATIVE_BUILD	python -B Scripts/remotegateway/build_foxglove_c_win64.py	deterministic selected-artifact presence fixture	python -B build/phase187-round4/r4.1-real-environment-revalidation/i-series/scratch_i04_018_red.py; python -B -m pytest Scripts/remotegateway/regression_checks/test_remote_gateway_tooling.py -q	RED AssertionError: I04-018 RED: missing selected artifact was silently skipped; GREEN ................ [100%] 16 passed in 0.45s	0	CONFIRMED: selected artifact absence was silently accepted	CONFIRMED_FIXED	Revisit if artifact selection or manifest schema changes	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I04-018-transaction	41e176a6828f1f5e498a6ab4d72c408c711553096a5023731d5adf4bbaf92875	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REOPENED	Dedicated missing-artifact RED and owner controls; write_manifest now fails closed	CONFIRMED_FIXED	R4.1-CORRECTION-I04-018
187-R2-I04-021	344	187-R2-I04	P2	Scripts/remotegateway/build_foxglove_c_win64.py::copy_approved_artifacts	REAL_NATIVE_BUILD	python -B Scripts/remotegateway/build_foxglove_c_win64.py	deterministic package destination inventory fixture	python -B -m pytest Scripts/remotegateway/regression_checks/test_remote_gateway_tooling.py -q	.................... [100%] 20 passed in 0.56s	0	CONFIRMED: pre-existing unapproved package files were not inventoried	CONFIRMED_FIXED	Revisit if package artifact allow-list changes	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I04-021-transaction	9224c3170fc667dd860bcc3e6e04dfd50f14db72452d2c38f68739bd13c441ab	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REOPENED	copy_approved_artifacts now rejects unapproved files already present in package destination	CONFIRMED_FIXED	R4.1-CORRECTION-I04-021
187-R2-I04-022	345	187-R2-I04	P2	Scripts/remotegateway/regression_checks/test_remote_gateway_tooling.py::test_copy_rejects_an_unreviewed_artifact_name	REAL_PYTHON_TEST	python -B -m pytest	deterministic temporary-directory oracle fixture	python -B -m pytest Scripts/remotegateway/regression_checks/test_remote_gateway_tooling.py::RemoteGatewayToolingTests::test_copy_rejects_an_unreviewed_artifact_name -q	. [100%] 1 passed in 0.13s	0	CONFIRMED: mutation oracle executed after fixture cleanup	CONFIRMED_FIXED	Revisit if rejection test fixture lifetime changes	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I04-022-transaction	6817b6848613b5a85c97359bc2842810ba49816f1d894a984710c88a76b25729	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REOPENED	Absence assertion moved inside TemporaryDirectory lifetime to observe live package mutation	CONFIRMED_FIXED	R4.1-CORRECTION-I04-022
187-R2-I04-025	346	187-R2-I04	P2	Scripts/remotegateway/build_foxglove_c_win64.py::write_manifest; current_primary_sha256=482f82b5ba8b956d21c0c25989548b19a67ab466191fd840b720ac9be6840336	OWNER_PYTHON_NATIVE_GATEWAY_TOOLING	native artifact manifest writer	two distinct absolute target roots with identical DLL bytes; path-leak and identity controls	python -B .../i04-025/red.py; python -B .../i04-025/controls.py; python -m pytest Scripts/remotegateway/regression_checks/test_remote_gateway_tooling.py -q	GREEN_MANIFEST_REPRODUCIBLE_TARGET_IDENTITY_CONTROLS_OK; 14 passed in 0.35s	0	RED_OBSERVED: absolute CARGO_TARGET_DIR leaked into published manifest metadata	CONFIRMED_FIXED	Native artifact manifest provenance schema changes	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I04-025-transaction/VERIFICATION.txt	aac3993bbd4c2a6e87893a2db452103c5544e1b7e18e40ddae25ebd33cbe4ae7	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	DIRECT_REPRODUCIBILITY_AND_OWNER_GREEN	R4.1-CORRECTION-I04-025
187-R2-I04-026	347	187-R2-I04	P2	Scripts/remotegateway/build_foxglove_c_win64.py::resolve_target_dir/build_environment/main	REAL_NATIVE_BUILD	python -B Scripts/remotegateway/build_foxglove_c_win64.py	deterministic relative target resolution fixture	python -B build/phase187-round4/r4.1-real-environment-revalidation/i-series/scratch_i04_026_red.py; python -B -m pytest Scripts/remotegateway/regression_checks/test_remote_gateway_tooling.py -q	RED AssertionError: I04-026 RED: resolve_target_dir missing; GREEN ................. [100%] 17 passed in 0.47s	0	CONFIRMED: relative target had divergent Cargo/manifest resolution bases	CONFIRMED_FIXED	Revisit if target path base policy changes	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I04-026-transaction	e15551774549335066dd3619cf4eaeec714616ded1e808606b5d5646a6679630	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REOPENED	Dedicated relative-path RED and controls; one repository-root resolver now feeds Cargo and manifest	CONFIRMED_FIXED	R4.1-CORRECTION-I04-026
187-R2-I04-027	348	187-R2-I04	P2	Scripts/remotegateway/build_foxglove_c_win64.py::validate_target_dir	REAL_NATIVE_BUILD	python -B Scripts/remotegateway/build_foxglove_c_win64.py	deterministic source-tree target fixture	python -B build/phase187-round4/r4.1-real-environment-revalidation/i-series/scratch_i04_027_red.py; python -B -m pytest Scripts/remotegateway/regression_checks/test_remote_gateway_tooling.py -q	RED AssertionError: I04-027 RED: validate_target_dir missing; GREEN .................. [100%] 18 passed in 0.83s	0	CONFIRMED: target directory accepted inside public source trees	CONFIRMED_FIXED	Revisit if target boundary policy changes	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I04-027-transaction	cba5d4f3cade1fe6f0abdabe4325335f54e57caf5a1fb4cf52b2a91a25d1aed0	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REOPENED	Dedicated source-tree path RED and controls; forbidden roots now fail closed	CONFIRMED_FIXED	R4.1-CORRECTION-I04-027
187-R2-I04-030	349	187-R2-I04	P2	Scripts/release/run_ci.py::main argument validation	REAL_PYTHON_CLI	python -B Scripts/release/run_ci.py	real CLI selector validation	python -B Scripts/release/run_ci.py --only analyzer --skip-analyzer	error: --skip-analyzer cannot be combined with --only analyzer	2	NO_REPRODUCTION_CURRENT_SELECTOR_REJECTED	REFUTED	Revisit if selector policy permits analyzer-only skip	build/phase187-round4/r4.1-real-environment-revalidation/i-series/i04-030.log	4ce736f26cc1ea1821bbcf8f0f5cc4376256a627902044b5794f9896d8cbd72a	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I04.md	43f8b1558f99addf8c3f25f33f0a32c9a0a7b5c74d691748f989524430e7c470	REOPENED	Real CLI rejects the claimed combination before executing zero-work success	REFUTED	R4.1-CORRECTION-I04-030
187-R2-I05-004	350	187-R2-I05	P2	.github/workflows/docs-check.yml::on.push/on.pull_request.paths	REAL_GITHUB_ACTIONS	docs-check.yml path filter	exact workflow self-trigger path controls	YAML path-filter inspection	docs-check.yml is present in both push and pull_request paths	0	CONFIRMED: workflow-only changes were excluded from docs checks	CONFIRMED_FIXED	Revisit if docs workflow trigger paths change	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I05-004-transaction	ea40a51f2c4de7fce7bfb81e05c1d1516d7df3ecffc34cd8e93d9fdb2e027b04	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I05.md	6dc24bde25a75031082fee6739e960020b24ad224a0e50d07f6c4ad8f95f3ca4	REOPENED	Added .github/workflows/docs-check.yml to both event path filters	CONFIRMED_FIXED	R4.1-CORRECTION-I05-004
187-R2-I05-005	351	187-R2-I05	P2	.github/workflows/dotnet-tests.yml::test.steps; current_primary_sha256=add8dac184ea3a0d53eb8f8a6d577087a7b9bd8153703b3eed4db2505cc8d25b	R4.1_REAL_ENV_REVALIDATION	python I05-005-transaction/red_probe.py; python I05-005-transaction/green_probe.py	WORKFLOW_STEP_INVENTORY_DETERMINISTIC_PROBE	python I05-005-transaction/red_probe.py; python I05-005-transaction/green_probe.py; python -m unittest Scripts.release.regression_checks.test_release_tooling.RunCiTests.test_dotnet_workflow_collects_independent_gate_results_after_early_failure	RED_MISSING_ALWAYS=10 RED_RESULT=True; GREEN_MISSING_ALWAYS=0 GREEN_RESULT=True; Ran 1 test OK	0	CONFIRMED: sequential remote gates omitted independent dispositions after early failure	CONFIRMED_FIXED	Reopen if any independent gate loses always() or terminal job status stops exposing failures	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I05-005-transaction/VERIFICATION.txt	f7b7855c6c6d7d82d4a78eaaf76c084c6f4866eaf2d96bab977d2007b80015eb	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I05.md	6dc24bde25a75031082fee6739e960020b24ad224a0e50d07f6c4ad8f95f3ca4	REFUTED	Direct source-level RED reproduced and minimal fix applied; prior batch REFUTED was invalidated.	CLOSED	R4.1-CORRECTION-DIRECT-I05-005
187-R2-I05-007	352	187-R2-I05	P2	Scripts/release/run_ci.py::validate_control_plane	REAL_PYTHON_CI	python -B Scripts/release/run_ci.py	deterministic invalid CI controls	python -B -m pytest Scripts/release/regression_checks/test_release_tooling.py -q	138 passed, 4 skipped in 26.21s	0	CONFIRMED: invalid CI controls were silently clamped/defaulted	CONFIRMED_FIXED	Revisit if control parsing policy changes	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I05-007-transaction	1c4edabdd6113a6ffd7f8fed53b389ad011e4cd035fc0822f4e99ae9e2ed408f	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I05.md	6dc24bde25a75031082fee6739e960020b24ad224a0e50d07f6c4ad8f95f3ca4	REOPENED	Main now rejects malformed/non-positive timeout and parallelism controls before launching children	CONFIRMED_FIXED	R4.1-CORRECTION-I05-007
